Id,ActivityDate,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
2347167796,16/04/2016,22244,66,72,268,968,2670
2873212765,16/04/2016,9685,47,1,305,1087,2148
3372868164,16/04/2016,6905,0,0,356,1084,1908
3977333714,16/04/2016,13459,31,83,153,663,1625
4020332650,16/04/2016,1982,65,21,55,1222,3051
4319703577,16/04/2016,4744,0,0,194,724,1884
4388161847,16/04/2016,6580,6,9,253,609,3073
4445114986,16/04/2016,3945,0,0,225,716,2180
4558609924,16/04/2016,7289,8,12,308,1112,1997
4702921684,16/04/2016,11140,3,24,335,556,3328
5553957443,16/04/2016,5771,0,0,288,521,1831
5577150313,16/04/2016,14269,184,56,158,472,4274
6117666160,16/04/2016,14450,7,15,518,502,2828
6290855005,16/04/2016,8301,0,0,258,1182,2783
6775888955,16/04/2016,4732,36,18,9,1377,2225
6962181067,16/04/2016,13217,50,3,280,741,2173
7007744171,16/04/2016,4631,0,0,203,1155,2076
7086361926,16/04/2016,31,0,0,3,1437,1635
8053475328,16/04/2016,14549,96,6,83,1255,2867
8253242879,16/04/2016,9256,6,51,115,1268,1880
8378563200,16/04/2016,11207,64,21,142,563,3363
8583815059,16/04/2016,5319,0,0,0,1440,2693
8792009665,16/04/2016,244,0,0,12,1428,1721
8877689391,16/04/2016,29326,94,29,429,888,4547
1503960366,17/04/2016,9705,38,20,164,539,1728
1624580081,17/04/2016,6175,15,22,127,1276,1554
1644430081,17/04/2016,8757,29,13,186,1212,3011
1844505072,17/04/2016,4525,2,8,199,1231,1793
1927972279,17/04/2016,0,0,0,0,1440,2063
2022484408,17/04/2016,15112,28,29,331,1052,2782
2026352035,17/04/2016,838,0,0,60,1053,1214
2320127002,17/04/2016,6198,0,0,249,1191,1852
2347167796,17/04/2016,5472,1,7,249,508,1882
2873212765,17/04/2016,2524,0,8,160,1272,1529
3372868164,17/04/2016,8199,11,2,322,1105,1964
3977333714,17/04/2016,10415,11,58,205,600,1529
4020332650,17/04/2016,16,0,0,2,1438,1990
4319703577,17/04/2016,29,0,0,3,1363,1464
4388161847,17/04/2016,4660,0,0,201,721,2572
4445114986,17/04/2016,2268,0,0,114,1219,1933
4558609924,17/04/2016,9634,7,19,304,1110,2117
4702921684,17/04/2016,12692,12,66,302,437,3394
5553957443,17/04/2016,655,0,0,46,943,1397
5577150313,17/04/2016,12231,200,37,159,525,4552
6117666160,17/04/2016,7150,0,0,312,702,2225
6290855005,17/04/2016,7851,31,12,225,1172,3171
6775888955,17/04/2016,2497,5,24,19,1392,2067
6962181067,17/04/2016,10145,5,13,295,634,2027
7007744171,17/04/2016,8059,0,0,305,1135,2383
7086361926,17/04/2016,0,0,0,0,1440,1629
8053475328,17/04/2016,18827,111,21,195,1113,3213
8253242879,17/04/2016,10204,41,5,157,1237,2112
8378563200,17/04/2016,2132,0,0,93,599,2572
8583815059,17/04/2016,3008,0,0,0,1440,2439
8792009665,17/04/2016,0,0,0,0,1440,1688
8877689391,17/04/2016,15118,58,15,307,1060,3545
1503960366,18/04/2016,13019,42,16,233,1149,1921
1624580081,18/04/2016,10536,17,7,202,1214,1604
1644430081,18/04/2016,7132,15,33,121,1271,2806
1844505072,18/04/2016,4597,0,12,217,1211,1814
1927972279,18/04/2016,244,0,0,17,1423,2111
2022484408,18/04/2016,14131,48,3,311,1078,2770
2026352035,18/04/2016,3325,0,0,182,1062,1419
2320127002,18/04/2016,6559,0,7,260,1173,1905
2347167796,18/04/2016,8247,11,16,206,678,1944
2873212765,18/04/2016,7762,1,6,311,1122,1890
3372868164,18/04/2016,6798,20,7,343,1070,2014
3977333714,18/04/2016,11663,4,95,214,605,1584
4020332650,18/04/2016,62,0,0,2,1438,1995
4319703577,18/04/2016,2276,1,9,58,824,1632
4388161847,18/04/2016,11009,27,8,239,1017,3274
4445114986,18/04/2016,6155,25,6,162,1247,2248
4558609924,18/04/2016,8940,14,15,331,1080,2116
4702921684,18/04/2016,9105,22,30,191,890,3013
5553957443,18/04/2016,3727,0,0,206,622,1683
5577150313,18/04/2016,9893,114,32,130,623,3625
6117666160,18/04/2016,5153,0,0,241,759,2018
6290855005,18/04/2016,6885,0,0,271,1169,2766
6775888955,18/04/2016,8294,30,31,146,1233,2798
6962181067,18/04/2016,11404,13,42,238,689,2039
7007744171,18/04/2016,14816,48,31,284,1077,2832
7086361926,18/04/2016,9827,61,51,114,1136,2743
8053475328,18/04/2016,17076,102,6,195,1137,3133
8253242879,18/04/2016,5151,16,16,130,1278,1829
8378563200,18/04/2016,13630,117,10,174,720,4157
8583815059,18/04/2016,3864,4,22,105,1309,2536
8792009665,18/04/2016,0,0,0,0,1440,1688
8877689391,18/04/2016,11423,29,5,191,1215,2761
1503960366,19/04/2016,15506,50,31,264,775,2035
1624580081,19/04/2016,2916,0,0,141,1299,1435
1644430081,19/04/2016,11256,5,58,278,1099,3300
1844505072,19/04/2016,197,0,0,10,1430,1366
1927972279,19/04/2016,0,0,0,0,1440,2063
2022484408,19/04/2016,11548,31,7,250,1152,2489
2026352035,19/04/2016,2424,0,0,141,785,1356
2320127002,19/04/2016,5997,0,11,228,1201,1811
2347167796,19/04/2016,6711,0,7,382,648,2346
2873212765,19/04/2016,7948,0,0,389,1051,1956
3372868164,19/04/2016,7711,0,0,376,1064,1985
3977333714,19/04/2016,12414,19,67,221,738,1638
4020332650,19/04/2016,0,0,0,0,1440,1980
4319703577,19/04/2016,8925,0,0,311,604,2200
4388161847,19/04/2016,10181,20,16,249,704,3015
4445114986,19/04/2016,2064,0,0,121,895,1954
4558609924,19/04/2016,5401,1,9,248,1182,1876
4702921684,19/04/2016,6708,10,8,179,757,2812
5553957443,19/04/2016,15482,69,28,249,756,2284
5577150313,19/04/2016,12574,108,23,111,733,3501
6117666160,19/04/2016,11135,0,0,480,425,2606
6290855005,19/04/2016,7142,0,0,321,1119,2839
6775888955,19/04/2016,0,0,0,0,1440,1841
6962181067,19/04/2016,10742,35,41,195,659,2046
7007744171,19/04/2016,14194,53,17,304,1066,2812
7086361926,19/04/2016,10688,67,69,124,671,2944
8053475328,19/04/2016,15929,90,7,191,1152,3114
8253242879,19/04/2016,4212,0,0,164,1276,1763
8378563200,19/04/2016,13070,120,19,154,737,4092
8583815059,19/04/2016,5697,7,10,166,1257,2668
8792009665,19/04/2016,0,0,0,0,1440,1688
8877689391,19/04/2016,18785,82,13,214,1131,3676
1503960366,20/04/2016,10544,28,12,205,818,1786
1624580081,20/04/2016,4974,0,0,151,1289,1446
1644430081,20/04/2016,2436,0,0,125,1315,2430
1844505072,20/04/2016,8,0,0,1,1439,1349
1927972279,20/04/2016,0,0,0,0,1440,2063
2022484408,20/04/2016,15112,48,63,276,1053,2897
2026352035,20/04/2016,7222,0,0,327,623,1667
2320127002,20/04/2016,7192,0,11,283,1146,1922
2347167796,20/04/2016,10999,11,43,269,1011,2198
2873212765,20/04/2016,9202,22,5,378,1035,2094
3372868164,20/04/2016,4880,15,3,274,1148,1867
3977333714,20/04/2016,11658,2,98,164,845,1554
4020332650,20/04/2016,0,0,0,0,1440,1980
4319703577,20/04/2016,8954,0,18,306,671,2220
4388161847,20/04/2016,10553,19,42,228,696,3083
4445114986,20/04/2016,2072,0,0,137,841,1974
4558609924,20/04/2016,4803,0,0,222,1218,1788
4702921684,20/04/2016,8793,2,29,260,717,3061
5553957443,20/04/2016,2713,0,0,148,598,1570
5577150313,20/04/2016,8330,87,16,113,773,3192
6117666160,20/04/2016,10449,26,10,349,587,2536
6290855005,20/04/2016,6361,0,0,258,1182,2701
6775888955,20/04/2016,10771,70,113,178,1079,3727
6962181067,20/04/2016,13928,48,4,297,639,2174
7007744171,20/04/2016,15566,60,33,347,1000,3096
7086361926,20/04/2016,14365,87,13,145,797,2997
8053475328,20/04/2016,15108,89,5,158,695,3043
8253242879,20/04/2016,6466,5,18,216,1201,1931
8378563200,20/04/2016,9388,82,8,169,763,3787
8583815059,20/04/2016,5273,0,27,167,1246,2647
8792009665,20/04/2016,3147,0,10,139,744,2188
8877689391,20/04/2016,19948,73,19,225,1123,3679
1503960366,21/04/2016,9819,19,8,211,838,1775
1624580081,21/04/2016,6349,0,0,186,1254,1467
1644430081,21/04/2016,1223,0,0,38,1402,2140
1844505072,21/04/2016,8054,2,13,308,1117,2062
1927972279,21/04/2016,0,0,0,0,1440,2064
2022484408,21/04/2016,12453,104,53,255,1028,3158
2026352035,21/04/2016,2467,0,0,153,749,1370
2320127002,21/04/2016,3404,1,10,127,1302,1610
2347167796,21/04/2016,10080,23,26,208,761,2048
2873212765,21/04/2016,8859,2,10,371,1057,1970
3372868164,21/04/2016,8857,18,9,376,1037,2124
3977333714,21/04/2016,6093,0,0,242,712,1397
4020332650,21/04/2016,0,0,0,0,1440,1980
4319703577,21/04/2016,3702,0,0,34,1265,1792
4388161847,21/04/2016,10055,7,12,272,853,3069
4445114986,21/04/2016,3809,0,0,215,756,2150
4558609924,21/04/2016,13743,6,21,432,844,2486
4702921684,21/04/2016,6530,4,41,144,901,2729
5553957443,21/04/2016,12346,47,42,177,801,2066
5577150313,21/04/2016,10830,110,74,175,670,4018
6117666160,21/04/2016,19542,11,19,294,579,4900
6290855005,21/04/2016,0,0,0,0,1440,2060
6775888955,21/04/2016,0,0,0,0,1440,1841
6962181067,21/04/2016,11835,53,27,214,708,2179
7007744171,21/04/2016,13744,30,34,327,1049,2763
7086361926,21/04/2016,9469,19,6,206,758,2463
8053475328,21/04/2016,16057,100,6,170,1164,3103
8253242879,21/04/2016,11268,49,20,172,1199,2218
8378563200,21/04/2016,15148,137,16,145,677,4236
8583815059,21/04/2016,8538,35,18,158,1229,2883
8792009665,21/04/2016,144,0,0,9,1431,1720
8877689391,21/04/2016,19377,82,13,226,1119,3659
1503960366,22/04/2016,12764,66,27,130,1217,1827
1624580081,22/04/2016,4026,0,0,199,1241,1470
1644430081,22/04/2016,3673,0,0,86,1354,2344
1844505072,22/04/2016,5372,0,0,220,1220,1827
1927972279,22/04/2016,149,0,0,10,1430,2093
2022484408,22/04/2016,12954,52,10,273,1105,2638
2026352035,22/04/2016,2915,0,0,162,712,1399
2320127002,22/04/2016,5583,0,0,266,1174,1851
2347167796,22/04/2016,7804,9,27,206,781,1946
2873212765,22/04/2016,7286,46,0,366,1028,2241
3372868164,22/04/2016,3843,0,0,206,1234,1669
3977333714,22/04/2016,8911,33,12,188,731,1481
4020332650,22/04/2016,0,0,0,0,1440,1980
4319703577,22/04/2016,4500,1,19,176,709,1886
4388161847,22/04/2016,12139,77,25,220,945,3544
4445114986,22/04/2016,6831,0,0,317,706,2432
4558609924,22/04/2016,9601,20,25,273,1122,2094
4702921684,22/04/2016,1664,0,0,72,1341,2241
5553957443,22/04/2016,11682,25,16,270,781,2105
5577150313,22/04/2016,9172,62,30,200,823,3329
6117666160,22/04/2016,8206,0,0,402,413,2409
6290855005,22/04/2016,6238,0,0,302,1138,2796
6775888955,22/04/2016,637,0,0,20,1420,1922
6962181067,22/04/2016,10725,30,33,240,659,2086
7007744171,22/04/2016,15299,64,50,261,1065,2889
7086361926,22/04/2016,9753,58,59,153,762,2846
8053475328,22/04/2016,10520,60,3,117,1260,2655
8253242879,22/04/2016,2824,0,0,120,1320,1651
8378563200,22/04/2016,12200,113,12,159,769,4044
8583815059,22/04/2016,8687,4,54,212,1170,2944
8792009665,22/04/2016,4068,1,20,195,817,2419
8877689391,22/04/2016,18258,61,2,236,1141,3427
1503960366,23/04/2016,14371,41,21,262,732,1949
1624580081,23/04/2016,8538,0,0,227,1213,1562
1644430081,23/04/2016,6637,0,15,160,1265,2677
1844505072,23/04/2016,3570,0,0,139,1301,1645
1927972279,23/04/2016,2945,0,0,145,1295,2499
2022484408,23/04/2016,6001,0,0,249,1191,2069
2026352035,23/04/2016,12357,0,0,432,458,1916
2320127002,23/04/2016,5079,0,0,242,1129,1804
2347167796,23/04/2016,16901,32,35,360,591,2629
2873212765,23/04/2016,9317,28,5,330,1077,2021
3372868164,23/04/2016,7396,20,2,303,1115,1995
3977333714,23/04/2016,12058,0,92,252,724,1638
4020332650,23/04/2016,0,0,0,0,1440,1980
4319703577,23/04/2016,4935,0,0,233,546,1945
4388161847,23/04/2016,13236,58,5,215,749,3306
4445114986,23/04/2016,4363,0,0,201,1239,2149
4558609924,23/04/2016,6890,5,5,308,1122,2085
4702921684,23/04/2016,15126,9,66,408,469,3691
5553957443,23/04/2016,4112,0,0,272,443,1776
5577150313,23/04/2016,7638,24,24,223,627,3152
6117666160,23/04/2016,11495,0,0,512,468,2651
6290855005,23/04/2016,0,33,0,0,1407,2664
6775888955,23/04/2016,0,0,0,0,1440,1841
6962181067,23/04/2016,20031,58,41,347,484,2571
7007744171,23/04/2016,8093,2,25,223,1190,2284
7086361926,23/04/2016,2817,0,0,90,1350,1965
8053475328,23/04/2016,22359,125,14,223,741,3554
8253242879,23/04/2016,9282,30,26,191,1193,2132
8378563200,23/04/2016,5709,19,10,136,740,2908
8583815059,23/04/2016,9423,7,44,238,1151,3012
8792009665,23/04/2016,5245,8,45,232,795,2748
8877689391,23/04/2016,11200,102,6,300,1032,3891
1503960366,24/04/2016,10039,39,5,238,709,1788
1624580081,24/04/2016,6076,16,18,185,1221,1617
1644430081,24/04/2016,3321,0,0,89,1351,2413
1844505072,24/04/2016,0,0,0,0,1440,1347
1927972279,24/04/2016,2090,1,6,75,1358,2324
2022484408,24/04/2016,13481,37,26,216,1161,2529
2026352035,24/04/2016,3490,0,0,164,704,1401
2320127002,24/04/2016,4165,0,0,204,1236,1725
2347167796,24/04/2016,9471,0,0,360,584,2187
2873212765,24/04/2016,6873,46,1,190,1203,1898
3372868164,24/04/2016,6731,14,7,292,1127,1921
3977333714,24/04/2016,14112,30,95,129,660,1655
4020332650,24/04/2016,0,0,0,0,1440,1980
4319703577,24/04/2016,4081,1,5,191,692,1880
4388161847,24/04/2016,10243,14,8,239,584,2885
4445114986,24/04/2016,5002,0,0,244,1196,2247
4558609924,24/04/2016,8563,0,0,395,1045,2173
4702921684,24/04/2016,15050,15,95,281,542,3538
5553957443,24/04/2016,1807,0,0,104,582,1507
5577150313,24/04/2016,15764,210,65,141,425,4392
6117666160,24/04/2016,7623,0,0,362,711,2305
6290855005,24/04/2016,5896,0,0,258,1182,2703
6775888955,24/04/2016,2153,11,18,11,1400,2053
6962181067,24/04/2016,5029,0,0,199,720,1705
7007744171,24/04/2016,11085,0,0,419,1021,2667
7086361926,24/04/2016,3520,0,0,125,566,2049
8053475328,24/04/2016,22988,129,33,182,1096,3577
8253242879,24/04/2016,8905,41,4,82,1313,1976
8378563200,24/04/2016,3703,0,0,135,734,2741
8583815059,24/04/2016,8286,2,44,206,1188,2889
8792009665,24/04/2016,400,3,8,19,1410,1799
8877689391,24/04/2016,16674,64,1,227,1148,3455
1503960366,25/04/2016,15355,73,14,216,814,2013
1624580081,25/04/2016,6497,0,0,202,1238,1492
1644430081,25/04/2016,3580,8,1,94,1337,2497
1844505072,25/04/2016,0,0,0,0,1440,1347
1927972279,25/04/2016,152,0,0,12,1303,2100
2022484408,25/04/2016,11369,44,8,217,1171,2470
2026352035,25/04/2016,6017,0,0,260,821,1576
2320127002,25/04/2016,3588,3,5,152,1280,1654
2347167796,25/04/2016,9482,15,11,277,653,2095
2873212765,25/04/2016,7373,0,0,359,1081,1907
3372868164,25/04/2016,5995,0,0,416,1024,2010
3977333714,25/04/2016,11177,50,9,133,781,1570
4020332650,25/04/2016,0,0,0,0,1440,1980
4319703577,25/04/2016,9259,0,8,390,544,2314
4388161847,25/04/2016,12961,11,31,301,1054,3288
4445114986,25/04/2016,3385,0,0,179,916,2070
4558609924,25/04/2016,8095,18,10,340,993,2225
4702921684,25/04/2016,9167,6,15,270,730,3064
5553957443,25/04/2016,10946,51,11,201,732,2033
5577150313,25/04/2016,6393,61,38,214,743,3374
6117666160,25/04/2016,0,0,0,0,1440,1497
6290855005,25/04/2016,7802,8,3,249,1180,2771
6775888955,25/04/2016,6474,33,13,92,1302,2484
6962181067,25/04/2016,13239,35,31,282,637,2194
7007744171,25/04/2016,18229,51,24,379,986,3055
7086361926,25/04/2016,10091,69,39,129,706,2752
8053475328,25/04/2016,20500,118,9,209,1104,3403
8253242879,25/04/2016,6829,7,54,118,1261,1909
8378563200,25/04/2016,12405,117,16,141,692,4005
8583815059,25/04/2016,4503,18,6,122,1294,2547
8792009665,25/04/2016,0,0,0,0,1440,1688
8877689391,25/04/2016,12986,113,8,218,1101,3802
1503960366,26/04/2016,13755,31,23,279,833,1970
1624580081,26/04/2016,2826,0,0,140,1300,1402
1644430081,26/04/2016,9919,11,41,223,1165,3123
1844505072,26/04/2016,0,0,0,0,1440,1347
1927972279,26/04/2016,3761,0,0,192,1058,2638
2022484408,26/04/2016,10119,55,24,275,1086,2793
2026352035,26/04/2016,5933,0,0,288,1018,1595
2320127002,26/04/2016,3409,0,0,147,1293,1632
2347167796,26/04/2016,5980,0,0,227,732,1861
2873212765,26/04/2016,8242,2,5,309,1124,1882
3372868164,26/04/2016,8283,22,2,333,1083,2057
3977333714,26/04/2016,11388,7,95,170,797,1551
4020332650,26/04/2016,0,0,0,0,1440,1980
4319703577,26/04/2016,9899,8,21,288,649,2236
4388161847,26/04/2016,9461,14,23,224,673,2929
4445114986,26/04/2016,6326,29,1,180,839,2291
4558609924,26/04/2016,9148,12,41,283,1062,2223
4702921684,26/04/2016,6108,1,8,216,765,2784
5553957443,26/04/2016,11886,40,18,238,750,2093
5577150313,26/04/2016,5325,38,32,181,759,3088
6117666160,26/04/2016,9543,0,7,352,1077,2450
6290855005,26/04/2016,0,0,0,0,1440,2060
6775888955,26/04/2016,7091,42,30,47,1321,2584
6962181067,26/04/2016,10433,36,7,254,680,2012
7007744171,26/04/2016,15090,16,22,424,978,2939
7086361926,26/04/2016,10387,70,33,132,726,2781
8053475328,26/04/2016,12685,68,5,185,1182,2846
8253242879,26/04/2016,4562,19,14,108,1299,1813
8378563200,26/04/2016,16208,90,18,161,593,3763
8583815059,26/04/2016,10499,1,91,214,1134,3093
8792009665,26/04/2016,1321,0,0,80,1360,1928
8877689391,26/04/2016,11101,22,3,258,1157,2860
1503960366,27/04/2016,18134,78,11,243,1108,2159
1624580081,27/04/2016,8367,17,36,154,1233,1670
1644430081,27/04/2016,3032,0,0,118,1322,2489
1844505072,27/04/2016,4,0,0,1,1439,1348
1927972279,27/04/2016,0,0,0,0,1440,2063
2022484408,27/04/2016,10159,19,20,282,1119,2463
2026352035,27/04/2016,6088,0,0,286,586,1593
2320127002,27/04/2016,1715,0,0,82,1358,1481
2347167796,27/04/2016,11423,26,9,295,623,2194
2873212765,27/04/2016,3516,46,0,197,1197,1966
3372868164,27/04/2016,7904,24,13,346,1057,2095
3977333714,27/04/2016,7193,0,10,176,714,1377
4020332650,27/04/2016,0,0,0,0,1440,1980
4319703577,27/04/2016,10780,6,47,300,680,2324
4388161847,27/04/2016,11193,11,48,241,684,3074
4445114986,27/04/2016,7243,32,1,194,839,2361
4558609924,27/04/2016,9557,27,14,312,1087,2098
4702921684,27/04/2016,7047,1,16,238,733,2908
5553957443,27/04/2016,10538,16,16,206,745,1922
5577150313,27/04/2016,6805,63,16,190,773,3294
6117666160,27/04/2016,9411,0,0,458,417,2576
6290855005,27/04/2016,5565,0,0,287,1153,2743
6775888955,27/04/2016,0,0,0,0,1440,1841
6962181067,27/04/2016,10320,7,38,279,697,2034
7007744171,27/04/2016,13541,50,12,337,1041,2830
7086361926,27/04/2016,11107,55,6,145,829,2693
8053475328,27/04/2016,12422,60,10,183,1187,2852
8253242879,27/04/2016,10232,45,5,104,1286,2008
8378563200,27/04/2016,7359,4,4,192,676,3061
8583815059,27/04/2016,12474,77,5,129,1229,3142
8792009665,27/04/2016,1758,0,0,112,900,2067
8877689391,27/04/2016,23629,93,8,235,1104,3808
1503960366,28/04/2016,13154,48,28,189,782,1898
1624580081,28/04/2016,2759,0,5,115,1320,1401
1644430081,28/04/2016,9405,3,53,227,1157,3108
1844505072,28/04/2016,6907,0,0,302,1138,1992
1927972279,28/04/2016,1675,0,0,95,1167,2351
2022484408,28/04/2016,10140,6,20,291,1123,2296
2026352035,28/04/2016,6375,0,0,331,626,1649
2320127002,28/04/2016,1532,0,0,76,1364,1473
2347167796,28/04/2016,5439,0,0,229,764,1854
2873212765,28/04/2016,7913,28,7,213,1192,1835
3372868164,28/04/2016,5512,0,0,385,1055,1972
3977333714,28/04/2016,7114,15,8,190,804,1407
4020332650,28/04/2016,0,0,0,0,1440,1980
4319703577,28/04/2016,10817,13,8,359,552,2367
4388161847,28/04/2016,10074,19,9,234,878,2969
4445114986,28/04/2016,4493,0,0,236,762,2203
4558609924,28/04/2016,9451,1,11,367,985,2185
4702921684,28/04/2016,9023,14,9,232,738,3033
5553957443,28/04/2016,11393,49,13,165,727,1999
5577150313,28/04/2016,9841,99,51,141,692,3580
6117666160,28/04/2016,3403,0,0,141,758,1879
6290855005,28/04/2016,5731,0,0,255,1185,2687
6775888955,28/04/2016,703,2,13,15,1410,1993
6962181067,28/04/2016,12627,38,8,288,621,2182
7007744171,28/04/2016,15128,16,16,401,1007,2836
7086361926,28/04/2016,11584,54,48,161,810,2862
8053475328,28/04/2016,15447,90,9,153,1188,3062
8253242879,28/04/2016,2718,11,16,20,1393,1580
8378563200,28/04/2016,5417,11,10,139,711,2884
8583815059,28/04/2016,6174,0,28,203,1209,2757
8792009665,28/04/2016,6157,0,0,310,714,2780
8877689391,28/04/2016,14890,58,8,231,1143,3060
1503960366,29/04/2016,11181,16,12,243,815,1837
1624580081,29/04/2016,2390,0,0,150,1290,1404
1644430081,29/04/2016,3176,0,0,120,1193,2498
1844505072,29/04/2016,4920,0,0,247,1082,1856
1927972279,29/04/2016,0,0,0,0,1440,2063
2022484408,29/04/2016,10245,21,40,281,1098,2611
2026352035,29/04/2016,7604,0,0,352,492,1692
2320127002,29/04/2016,924,0,0,45,1395,1410
2347167796,29/04/2016,42,0,0,4,2,403
2873212765,29/04/2016,7365,20,23,206,1191,1780
3372868164,29/04/2016,9135,0,0,402,1038,2044
3977333714,29/04/2016,10645,36,32,150,744,1545
4020332650,29/04/2016,0,0,0,0,1440,1980
4319703577,29/04/2016,7990,6,18,289,624,2175
4388161847,29/04/2016,9232,13,16,236,1175,2979
4445114986,29/04/2016,4676,0,0,226,1106,2196
4558609924,29/04/2016,7833,15,29,197,1096,1918
4702921684,29/04/2016,9930,12,19,267,692,3165
5553957443,29/04/2016,12764,46,15,270,709,2169
5577150313,29/04/2016,7924,97,36,165,739,3544
6117666160,29/04/2016,9592,0,0,461,479,2560
6290855005,29/04/2016,0,0,0,0,1440,2060
6775888955,29/04/2016,0,0,0,0,1440,1841
6962181067,29/04/2016,10762,12,15,369,645,2254
7007744171,29/04/2016,20067,55,42,382,961,3180
7086361926,29/04/2016,7881,24,36,182,1198,2616
8053475328,29/04/2016,12315,58,8,159,1215,2794
8253242879,29/04/2016,6260,16,14,136,1257,1854
8378563200,29/04/2016,6175,3,7,172,767,2982
8583815059,29/04/2016,15168,46,67,258,1069,3513
8792009665,29/04/2016,8360,6,14,380,634,3101
8877689391,29/04/2016,9733,18,5,210,1207,2698
1503960366,30/04/2016,14673,52,34,217,712,1947
1624580081,30/04/2016,6474,11,23,224,1182,1655
1644430081,30/04/2016,18213,9,71,402,816,3846
1844505072,30/04/2016,4014,0,0,184,218,1763
1927972279,30/04/2016,0,0,0,0,1440,2064
2022484408,30/04/2016,18387,13,23,361,1043,2732
2026352035,30/04/2016,4729,0,0,233,594,1506
2320127002,30/04/2016,4571,0,0,234,1206,1779
2873212765,30/04/2016,8452,5,20,248,1167,1830
3372868164,30/04/2016,5250,17,4,300,1119,1946
3977333714,30/04/2016,13238,43,52,194,687,1650
4020332650,30/04/2016,0,0,0,0,1440,1980
4319703577,30/04/2016,8221,6,38,196,695,2092
4388161847,30/04/2016,12533,14,43,300,537,3283
4445114986,30/04/2016,6222,0,0,290,797,2363
4558609924,30/04/2016,10319,7,29,293,1111,2105
4702921684,30/04/2016,10144,4,36,263,728,3115
5553957443,30/04/2016,1202,0,0,84,506,1463
5577150313,30/04/2016,12363,207,45,163,621,4501
6117666160,30/04/2016,6987,0,0,343,1040,2275
6290855005,30/04/2016,6744,0,0,324,1116,2843
6775888955,30/04/2016,2503,3,9,84,1344,2280
6962181067,30/04/2016,10081,32,16,237,731,2002
7007744171,30/04/2016,3761,0,0,200,1240,2051
7086361926,30/04/2016,14560,42,17,308,584,2995
8053475328,30/04/2016,7135,27,1,131,1281,2408
8253242879,30/04/2016,0,0,0,0,1440,0
8378563200,30/04/2016,2946,0,0,121,780,2660
8583815059,30/04/2016,10085,2,28,317,1093,3164
8792009665,30/04/2016,7174,10,20,301,749,2896
8877689391,30/04/2016,27745,124,4,223,1089,4398